tic,ch,dltt,ebit,emp,fatd,tie
SPYR,0.01,0,-1.175,0.003,,
SCRYY,1610.332,3394.604,845.003,3.028,,
HIBB,66.078,192.403,54.505,10.2,,
WTFC,286.167,1714.001,745.155,5.057,,330.223
AMTY,0.557,0.67,0.018,0.016,,
PAG,28.1,4558.2,652.7,27,,
USNA,234.83,17.274,146.19,1.909,,
TGI,485.463,1854.858,197.027,9.989,,
NOV,1171,2663,-458,35.479,,
PRRMF,,,,,,
PBIO,0.03,0,-5.806,0.014,,
CBD,1978.788,4586.49,602.791,145.506,,
UNFI,42.35,2927.258,143.224,19,,
BBQ,5.325,33.215,-1.701,1.677,,
SEAC,9.297,4.348,0.062,0.182,,
HCHC,239,914.3,55,3.728,,
PLUS,,14.198,99.529,1.579,,
VEON,,7759,1845,46.492,,
HPTO,1.542,0,0.54,0.0125,,
NUS,335.63,440.162,267.426,24.9,,
STLD,1381.46,2702.885,986.88,8.385,,
FORR,67.904,188.232,7.873,1.795,,
GEL,29.128,3574.147,272.703,2.184,,
PRBZF,18.4,1270.2,199.2,8.707,,
CLOK,7.839,0,-6.842,0.011,,
VSAT,304.309,2108.213,38.421,6.1,,
IDGBF,120.473,500.215,-18.529,6,,
TOLWF,7.202,61.246,-99.867,1.447,,
HIHO,8.827,2.034,0.451,,,
DPW,0.489,5.58,-21.105,0.21,,
DGX,1192,4379,1220,47,,
LAD,84,1669.1,500.1,14.32,,
EMCF,3.75,22.207,14.99,0.162,,8.083
HR.UN,48.64,4399.5,729.919,0.777,,
TSDRF,0.008,0,-1.039,0.015,,
DXPE,54.203,284.024,66.122,2.747,,
UBFO,218.995,14.271,26.705,0.119,,3.888
PTRS,36.295,38.731,16.608,0.218,,8.279
HLIO,22.123,302.082,94.552,1.96,,
LIFZF,77.859,0,132.72,,,
CALM,78.13,2.387,6.27,3.636,,
ELTK,1.628,1.481,1.387,0.286,,
NSP,367.342,328.263,186.633,239.047,,
KRC,60.044,3651.178,226.964,0.267,,
CERS,34.986,57.82,-66.226,0.254,,
VCEL,26.889,22.352,6.249,0.241,,
CEA,193.882,17419.066,460.29,81.136,,
MTN,108.85,1527.744,498.12,39,,
GOGL,88.931,1219.299,101.826,0.037,,
CIEN,904.045,745.69,374.811,6.383,,
SLGN,203.824,2373.338,399.841,13.22,,
KMX,58.211,15464.054,1238.303,27.05,,
TIVO,373.719,704.107,48.614,1.45,,
CLWT,5.991,0.216,-0.436,0.086,,
CMDXF,40.505,41.062,31.751,0.208,,
PFTI,0.078,9.042,-1.214,0.013,,
CTIC,31.144,7.448,-39.917,0.025,,
ERLFF,5.38,9.236,-2.108,0.007,,
APWC,53.673,2.254,-0.366,1.227,,
EEFT,1451.722,1340.97,476.494,7.7,,
SELF,3.99,23.792,1.473,0.033,,
SSB,262.019,204.775,319.738,2.547,,86.552
MXTLF,0.276,0,-0.531,,,
AMTD,2852,3594,3024,9.226,,
GIFI,49.703,2.1,-31.986,0.944,,
ELP,731.84,2541.353,798.081,7.095,,
TRRVF,9.442,107.444,37.151,1.041,,
NPIFF,268.193,6555.927,770.851,0.418,,
SBNC,23.505,80.153,85.302,,,11.094
TTWO,1357.664,152.059,425.717,5.8,,
GBRRF,25.73,80.07,-35.265,,,
EMKR,21.574,0,-25.408,0.42,,
BKYI,0.079,0.391,-6.547,,,
ANCUF,5057.173,13584.166,4267.524,131,,
CYPXF,3.691,1.616,-0.976,0.03,,
HTPRF,5.209,12.312,-4.028,,,
GBT.,0,15.095,39.228,1.704,,
ALV,444.7,1845.5,768.5,65.218,,
PPSF,1.688,2.151,2.109,,,0.524
ANXGF,4.352,2.382,0.362,0.195,,
FBC,220,1169,435,4.453,,232
INM,12.874,0,-13.644,0.012,,
MHD,,,,,,
KNL,8.5,515.9,138.1,3.734,,
RAV.UN,,,,,,
RMBS,102.176,188.677,-77.179,0.685,,
AMZN,36092,63205,14177,798,,
DNN,8.19,0.532,-23.367,0.065,,
JFBC,72.886,0.614,11.158,,,0.719
WILC,35.279,0.64,13.692,0.162,,
UCBI,125.844,234.664,341.167,2.309,,83.312
MTSL,1.732,0,0.084,0.034,,
CDPYF,477.328,4533.793,475.682,1.026,,
ARE,189.681,7027.737,624.818,0.439,,
RYAAY,2820.096,4124.983,1238.846,17.268,,
QRVO,714.939,1625.308,534.033,7.9,,
SRPT,835.08,729.62,-522.323,0.743,,
RL,1620.4,2154.1,631.7,24.9,,
BOLIF,190.628,478.027,1028.943,5.997,,
MMS,105.565,0.231,323.498,29.6,,
EDPFY,1127.629,15584.132,1324.487,11.66,,
INTT,7.612,3.794,3.472,0.198,,
BXP,644.95,12218.86,1093.547,0.76,,
SLP,11.435,0,10.648,0.111,,
INDT,5.874,141.027,9.473,0.032,,
CMETF,0.007,0,-1.214,,,
SPAZF,0.406,0.132,-0.958,,,
SGE.,9.483,0,0.43,,,
PPBI,135.847,282.669,279.813,1.006,,78.806
FIX,50.788,278.015,157.138,12,,
FRFC,8.198,1.559,6.184,0.08,,2.194
HLX,208.431,457.949,67.997,1.65,,
AROC,3.685,1858.643,203.436,1.7,,
HSKA,89.03,50.882,1.001,0.386,,
GTHP,0.899,0.613,-0.937,0.005,,
EGHT,137.394,383.989,-141.089,1.675,,
CDYCF,0.034,3.65,-1.563,,,
QUIK,21.448,1.583,-15.259,0.081,,
GLBZ,2.42,0,5.342,0.102,,1.927
NWDMF,0.043,0.798,-5.505,,,
CXW,92.12,1986.904,282.696,14.075,,
DTE1,12,6619,1113,4.9,,
SRE4,10,6408,1313,4.287,,
PCG1,,1726,1317,22.988,,
WPS1,2.3,1642.8,267.6,1.19,,
OZK,1495.757,409.485,675.287,2.774,,278.36
JLL,451.9,1928.5,899.8,93.4,,
PPBN,32.903,0,10.064,0.117,,2.563
EVBN,10.577,15.484,34.956,0.315,,12.685
EDAP,23.438,3.744,2.47,0.216,,
QADA,136.717,26.953,-5.688,1.92,,
UMPQ,382.598,879.372,623.334,3.943,,210.442
TRCY,84.919,16.143,31.796,,,2.296
DHIL,,3.1,47.935,0.129,,
WOWFF,3.205,12.081,-3.823,,,
MT,4867,11471,293,191.248,,
WEDXF,,39.147,11.875,0.007,,
BNGLF,0.998,0.156,0.429,0.01,,
BFAM,27.872,1713.959,268.376,33.8,,
INIS,0.575,6.634,-0.558,0.037,,
AEHR,5.433,2.631,-0.9,0.071,,
SLG,166.07,5934.256,376.011,1.033,,
GYSLF,0.602,5.204,-14.654,,,
MEC1,287,7208,548,3.5,,
SXRZF,153.7,148.9,120.366,,,
PSMT,102.653,63.711,120.038,9,,
VTSI,1.415,1.175,0.262,0.088,,
NICK,16.802,126.907,11.057,0.26,,
UGDIF,,0,-1.042,,,
OMEX,0.203,3.578,-10.348,0.014,,
SIGA,65.249,2.399,-2.322,0.041,,
ESLT,221.06,763.411,343.591,16.575,,
MTOR,108,902,359,9.1,,
PETS,103.762,0,30.977,0.214,,
YUM,605,10771,1947,34,,
MBAIF,15.213,102.062,4.294,0.605,,
FARO,133.634,13.698,-12.732,1.818,,
PLCE,68.487,311.908,99.11,17.3,,
MRETF,118.973,940.027,287.373,15,,
MHN,,,,,,
RDCM,6.201,4.967,-7.835,0.282,,
TFRFF,3.854,8.577,3.018,,,
AMEN,4.719,0,-1.698,,,
FCCY,2.547,37.174,26.089,0.224,,12.754
MFL,,,,,,
NAT,48.847,376.298,31.971,0.02,,
UEPS,46.065,0,-67.785,3.146,,
CAC,39.586,73.804,89.869,0.639,,40.888
INVE,9.383,3.373,0.557,0.289,,
NLY,1850.729,9091.416,2876.793,0.01,,
NRC,13.517,31.493,43.035,0.48,,
SRI,69.403,144.425,47.094,4.7,,
RBA,359.671,754.862,215.857,2.4,,
OSIS,96.316,257.752,111.183,6.667,,
CHRW,447.858,1351.892,784.176,15.427,,
SAPIF,319.4,3882.4,1016.2,17.2,,
SUUIF,26.5,1866.3,313.6,4.261,,
CHH,33.766,865.372,335.038,1.807,,
MGRUF,5.783,1084.454,146.651,0.008,,
CSR,26.579,633.904,14.625,0.392,,
CHL,25266.831,7415.623,16668.097,456.239,,
DRQ,398.946,4.025,3.687,1.814,,
OEG,23.351,4.852,-16.065,0.145,,
SNNAF,0.468,0,-0.427,,,
MBWM,53.262,360.881,76.71,0.683,,33.803
CWST,3.471,579.73,62.062,2.5,,
INTI,0.804,0,-2.748,0.002,,
EPR,528.763,3338.48,332.159,0.062,,
LTS,248.772,348.953,59.617,1.51,,
GPI,23.8,1642.9,405.2,15.296,,
CSU,23.975,1124.292,-17.189,6.6,,
NOVC,2.032,86.949,-1.354,1.62,,
FTMNF,98.165,1064.88,-35.207,1.812,,
ECMXF,0.056,0,-0.889,,,
CTIB,0.845,2.485,-0.593,0.38,,
MTD,207.785,1296.287,728.388,16.2,,
MOFG,67.174,173.19,80.926,0.771,,38.791
BNAUF,13.743,0.31,-20.037,0.033,,
OLNCF,0.899,1.418,-0.303,,,
SAH,29.103,977.442,313.97,9.3,,
MLCOF,0.799,0,-3.328,,,
CTHR,12.465,0,2.265,0.063,,
MCCRF,8.382,7.821,2.003,0.126,,
PGNX,42.049,46.915,-52.943,0.105,,
AFMCF,1.843,0,-0.307,,,
SBBX,9.525,55.796,39.497,0.243,,23.249
AMG,,1982.2,805.1,4,,
GEOS,18.925,0,-7.929,0.786,,
RNWK,16.805,12.366,-27.445,0.453,,
NOTV,0.606,13.789,0.286,0.322,,
DPGYF,0.526,150.588,-54.511,0.038,,
AUMN,4.593,0.494,-8.286,0.17,,
CSBB,17.648,5.239,18.876,0.187,,4.062
BASCF,0.181,0,-0.796,,,
NANX,1.194,3.153,-3.296,0.053,,
ASRT,42.107,276.078,7.406,0.125,,
TOTZF,19.873,248.448,32.23,1.976,,
CFFI,21.148,140.123,44.141,0.643,,14.556
BB,377,120,-169,3.668,,
MHTX,0.261,0.078,-1.025,0,,
ICPBF,5.885,1.856,-5.591,0.295,,
ROIUF,0.126,0.926,-0.794,,,
INGR,264,1886,702,11,,
HNLMF.1,0.054,0,-0.271,,,
POWI,178.69,7.031,48.053,0.699,,
BRTX,0.002,0.522,-8.432,,,
URI,52,10964,2246,19.1,,
NMTLF,1.822,0.012,-0.615,,,
AAIC,19.636,74.328,111.48,0.011,,
VSBN,40.609,4.904,6.542,,,1.707
NWFL,15.038,49.174,24.654,0.22,,8.678
OVLY,133.809,6.193,23.552,0.192,,1.568
BEGI,0.033,0,-0.248,0,,
KISB,6.878,69.894,14.92,,,10.559
LCNB,17.019,27.442,37.057,0.332,,10.788
HOPE,283.13,640.192,301.486,1.441,,218.191
NJMC,0.218,1.084,-0.686,0.024,,
LIVE,2.681,52.645,3.256,1,,
PFHO,8.104,0.292,1.68,0.038,,
HFWA,95.039,44.813,106.405,0.884,,18.168
TSBK,25.179,0,39.868,0.298,,4.565
MPB,25.746,48.568,36.775,0.444,,25.164
SCS,541,695.4,249.4,14,,
ACY,2.35,111.51,20.974,0.01,,
DIA,,,,,,
OPOF,37.28,15.887,15.706,0.297,,6.422
PSYTF,161.016,11.532,77.888,0.678,,
IPPLF,32.6,4471.5,730.4,1.656,,
DSGX,44.403,9.477,56.055,1.547,,
TSBA,19.01,24.662,7.936,,,3.406
WPC,196.028,5976.919,524.979,0.204,,
FXNC,9.675,14.583,17.611,0.154,,4.887
RMTI,11.795,1.781,-34.095,0.299,,
VRSN,508.196,1792.129,806.127,0.872,,
IESC,18.934,0.299,42.328,5.389,,
CORV,13.299,28.704,-27.453,0.133,,
DRETF,95.41,972.064,171.81,0.21,,
PRDO,108.687,52.391,123.562,4,,
EGTYF,0.48,8.036,-7.463,,,
WSCC,,,,,,
MRCY,257.932,0,79.313,1.661,,
PFIS,26.943,20.964,37.435,0.408,,17.868
WTSHF,131.858,285.987,201.683,0.464,,
GPL,36.97,17.114,-31.173,0.821,,
ZTSTF,0,0,-0.239,,,
ATUSF,22.128,88.739,3.639,0.02,,
PWR,164.798,1488.716,686.137,40.3,,
COFS,59.308,0.685,15.856,0.339,,4.7
MACQF,0.116,1.866,-1.116,,,
CBAN,15.57,82.839,27.772,0.37,,12.638
WARGF,0.07,0.024,-1.512,,,
MUH,,,,,,
QUTIF,13.491,0.527,10.37,,,
CNXN,90.06,10.33,112.675,2.609,,
SRDX,30.361,0,6.548,0.369,,
XEL5,11.4,5634.2,856.8,2.369,,
FUSB,11.939,3.573,12.916,0.28,,6.646
WDR,151.815,109.675,169.979,1.162,,
CIX,63.255,,17.666,0.547,,
MUC,,,,,,
UNS1,9.762,1595.403,282.589,1.587,,
UBSBF,0.002,0,-0.21,,,
ANH,8.236,487.623,148.047,0,,
CAPC,3.132,0.171,-0.934,0.014,,
OSPN,84.282,11.299,15.275,0.744,,
INO,22.196,97.433,-108.93,0.19,,
FHI,249.174,207.543,347.927,1.826,,
TPB,95.25,280.018,44.468,0.466,,
BAYRY,3574.152,41422.008,7810.389,103.824,,
BZLFY,808.546,2214.927,718.753,18.857,,
DLAKY,1587.888,9421.846,1289.388,138.353,,
TATYY,337.395,849.09,400.89,4.218,,
SSLZY,1067,4111,1188,2.178,,
AMCR,601.6,5309,916.5,50,,
ATEYY,1186.804,83.762,547.013,,,
RELX,182.767,5766.438,2711.048,33.2,,
SPMYY,183.2,24.5,88.1,1.465,,
ESALY,,510.639,1147.893,10.998,,
JMHLY,7183,11933,5567,464,,
SSL,1124.001,9542.716,1788.759,31.112,,
JHX,144.4,1397.5,498.8,4.869,,
PSO,578.763,2081.957,565.52,22.734,,
LRLCY,5931.858,1837.686,6225.419,87.974,,
EONGY,2125.414,31449.17,2908.697,78.936,,
CTTAY,3750.11,3787.591,2446.695,241.458,,
FERG,1133,2296,1496,35.467,,
SHCAY,2091.486,5069.672,490.444,52.876,,
VWAGY,29090.342,127429.455,16888.849,641.838,,
KGFHY,249.329,3052.629,914.207,77.155,,
NLSN,454,7765,991,46,,
RWEOY,3582.007,4403.445,-5035.234,19.792,,
SEOAY,985.276,3626.894,1158.092,25.141,,
CKHUY,17604.788,48901.376,11910.228,300,,
AIQUY,1151.023,14201.222,4008.436,67.2,,
SNY,10578.816,23698.254,8530.833,100.409,,
PUBGY,3830.009,7273.988,1807.836,83.235,,
NVS,11112,22056,9650,103.914,,
SNN,277,1975,981,17.637,,
WTKWY,1008.842,2368.928,1107.595,18.979,,
AFLYY,4168.909,10569.839,1280.41,86.138,,
UPMMY,1723.673,1341.008,1504.847,18.742,,
TRMD,56.847,756.352,91.129,0.421,,
SDXAY,1960.071,4291.918,1217.62,470.237,,
HMY,70.299,412.448,-210.117,32.837,,
MXCY,63.964,81.92,114.463,15.821,,
SPPJY,393,1713,409,12.821,,
NTDOY,8274.935,,3274.749,6.2,,
VLEEY,1989.63,4956.681,1160.337,114.7,,
LOGI,715.566,19.536,301.376,6.6,,
UUGRY,41.084,9360.035,858.677,5.302,,
CGGYY,610.5,1266.6,252.1,4.564,,
SSEZY,204.927,10215.848,1299.781,11.714,,
SAP,5963.279,14476.157,7040.575,100.33,,
NCLH,252.876,6262.578,1208.169,36,,
PKX,3044.477,10757.567,3414.537,35.261,,
SPKKY,36.255,982.91,401.491,5.377,,
HEINY,2043.496,14999.093,4153.198,85.853,,
CX,788,10347,1321,40.64,,
WMMVY,1635.981,2871.894,2843.058,238.972,,
FECCF,425.99,485.77,192.485,1.16,,
AETUF,8.5,758.6,-81.7,0.438,,
ABCFF,0.431,0,-0.702,,,
AMRZF,0.063,0,-0.94,,,
LMDCF,0.442,0.5,0.44,,,
BDRGF,0.002,0,-0.069,,,
DTGI,0.406,0.257,-2.326,0.023,,
AMT,1501.2,27637.6,2725.1,5.454,,
PAYS,9.664,0,6.102,0.07,,
AHNMF,0,0,1.555,,,
CYPYF,0.006,0,-0.069,,,
AOTVF,4.418,12.934,-8.008,0.012,,
AGCCF,7.49,0.057,-2.968,,,
AVLNF,1.881,1.133,-3.156,0.011,,
MMTIF,0.046,0,-0.807,0.005,,
BADFF,8.801,142.63,83.883,2.233,,
BSRR,65.556,43.86,68.411,0.513,,13.578
BCS.PD,166795,89384,10195,20.5,,5533
CMCXF,0.345,0,-0.608,,,
BEVFF,2.968,140.472,26.348,0.003,,
NLVGF,5.982,139.559,35.578,2.599,,
WEEEF,4.015,228.274,-39.515,0.747,,
BVTEF,0.006,2,-1.444,,,
BRBS,60.026,9.8,15.562,0.271,,9.52
PBMLF,1.888,0,-1.069,0.002,,
BRLXF,153,3092,132,0.479,,
NNGVF,0.194,0,-0.472,,,
CWVLF,3.497,1.01,7.398,,,
HNCKF,1.641,0.217,-2.347,0.007,,
JAMGF,0.008,0,-0.119,,,
KL,707.206,5.14,812.728,1.981,,
JPOTF,0.038,0,-3.022,0.018,,
BRKL,77.79,267.674,152.736,0.811,,94.326
DRRSF,0.356,5.409,-2.042,,,
ILISF,0.323,5.634,-1.762,,,
IMAHF,0.484,0,-2.653,0.004,,
NWXPF,2.968,0,8.174,,,
BALMF,8.985,0.399,-1.863,0.008,,
CWYUF,55.374,4119.074,502.75,0.342,,
AOIFF,329.464,2.033,-151.342,0.039,,
CPSJF,0.004,0,-0.164,,,
HVBT,7.271,1.1,-4.554,,,
CRPOF,1.857,2.776,-0.326,,,
GCRIF,0.042,2.619,-0.64,,,
WPM,103.986,878.028,125.528,0.039,,
JGFCF,0.001,0,-0.209,,,
MTA,4.696,4.596,-4.603,0.008,,
CLKFF,2.53,94.283,2.317,0.75,,
0048A,97.367,18.811,201.089,3.862,,
COLM,686.009,371.507,394.971,8.9,,
AJXGF,22.371,0.911,-5.847,0.065,,
XLEFF,0.842,2.806,-0.091,,,
DMIFF,0.032,2.936,-2.928,,,
ED1,933,15165,2348,13.236,,
LGO,166.077,0,-9.551,0.379,,
MDRNF,0.605,0,-0.209,,,
SOHFF,0.145,0.47,-27.267,,,
CDDRF,60.957,0.195,-1.657,0.01,,
FEMFF,0.223,0,-0.448,0,,
FSVEF,0.004,0,-0.193,,,
VYGVF,4.09,0,-11.603,,,
CYDVF,1.519,0,-1.584,,,
CYTH,2.784,0.036,-7.545,0.008,,
IFLXF,0.061,8.856,3.909,0.234,,
NGD,83.4,738.4,-12.9,1.46,,
APDN,0.559,1.545,-8.78,0.051,,
DSU,,,,,,
PEYUF,6.185,1127.757,123.483,0.05,,
MRVFF,23.019,105.336,14.661,0.091,,
SA,8.793,0.228,-13.461,,,
TAOIF,41.54,0.041,1.53,0.006,,
ECRTF,0.313,0,-0.701,,,
EGPLF,3.451,0,-1.045,,,
LWLG,2.236,0.703,-6.319,0.018,,
ELTP,1.132,1.968,-2.285,0.043,,
ENDTF,167.138,0,11.027,0.071,,
TSKFF,9.702,0.121,-5.025,,,
EXN,8.229,1.022,-13.254,0.379,,
NBYCF,3.266,0,-1.624,,,
AZMTF,2.979,0,-1.039,,,
FMBM,8.119,39.685,13.038,0.173,,6.818
FBSS,9.124,21.943,13.536,0.141,,4.52
FRIRF,0.007,0,-0.068,,,
SSEBF,0.156,0,-0.917,,,
FQVLF,,11151.952,744.501,26.349,,
FPOCF,1.729,7.983,-1.052,0.001,,
TXT.UN,0.048,12.893,0.223,,,
CBWTF,44.134,95.775,-59.332,,,
PLM,7.401,16.057,-57.11,,,
LGMFF,0.186,0,-0.268,,,
FTMDF,2.105,8.627,-3.005,0.006,,
ALDVF,0.008,0,-0.249,,,
TRBMF,10.838,0,-1.886,,,
FRHLF,1.199,110.876,26.555,0,,
USYNF,0.02,5.527,-2.697,0.36,,
GWRRF,0.094,0,-1.88,,,
EVGEF,16.629,5.413,5.606,,,
PAOS,0.057,4.497,3.049,0.084,,
GNBT,0.298,0,-24.344,0.017,,
GGLXF,0.207,0,-0.782,,,
GLMFF,5.113,27.288,-5.793,1.77,,
GILXF,0.003,0.043,-0.643,,,
DJIFF,0.021,0,-0.505,,,
GLKFF,1.034,2.309,-2.208,,,
MKVNF,0.785,0,-0.968,,,
MTYFF,50.737,536.058,117.576,2.825,,
LSANF,1.39,0,-0.747,,,
BAJFF,0.013,0,-0.675,,,
BWMG,0.071,0.507,-1.284,0.02,,
CTXDF,11.532,0,-9.591,,,
GPTRF,0.305,0,-0.875,,,
GCGMF,329.7,1795.6,389.6,9.7,,
EKGGF,0.081,0.016,-0.865,,,
UNIGF,0.199,0,-0.297,,,
BIOYF,13.442,1.708,6.367,,,
HLTOY,1187.605,1493.513,147.568,17.697,,
RCTFF,0.323,0,-0.96,,,
HLFN,3.303,5.4,6.275,,,1.651
LITOF,0.566,0,-1.806,,,
LOKCF,0.351,0.029,-1.064,,,
ICLTF,12.912,0,-0.608,,,
IDYLF,0.058,0.288,-0.749,,,
AILQF,2.211,0.077,0.562,,,
SAMOF,11.724,18.807,7.318,,,
PNMLF,0.051,0,-0.196,,,
SRGXF,0.035,0.025,-0.248,,,
CVVUF,1.611,0,-4.424,,,
FGOVF,1.168,0.036,-0.493,0.003,,
THM,6.937,0,-3.651,0.003,,
TLTFF,12.548,0.095,-7.143,,,
ZNCXF,0.803,0,-1.949,,,
FSM,83.404,161.583,50.221,1.232,,
KIQ,4.418,0.091,3.523,0.045,,
ESKYF,0.178,0,-1.33,,,
AHP.,0.238,0,-1.184,0.126,,
NIOBF,0.467,1.324,-8.418,0.01,,
AGGFF,0.544,0,-3.457,,,
AFMJF,7.706,103.34,-4.271,,,
BRYFF,0,8.23,1.372,0.072,,
PLYFF,0.01,0,-0.316,,,
ERL.,0.095,0,-0.094,,,
RGDFF,3.367,0.004,-11.418,,,
EXK,23.368,6.991,-39.55,1.115,,
SMTS,42.98,100.071,29.477,1.445,,
ROGFF,54.19,11.62,42.614,0.46,,
SNUYF,2.78,23.729,3.219,,,
TCLVF,0.01,0,-0.044,,,
MCBC,31.942,80.922,49.086,0.364,,12.455
MCDMF,0.848,0,-4.263,0.002,,
MCKZF,0.992,0,1.015,,,
CCJMF,1.657,0,-20.906,,,
MJGCF,23.919,0.027,7.584,,,
EMX,68.994,0,-14.223,0.04,,
ENAFF,0.064,0.34,-10.36,,,
MSVB,1.577,10,4.039,0.042,,0.925
MDY,,,,,,
MGHCF,2.899,0.093,1.744,,,
NTWK,17.366,0.565,6.828,1.36,,
OCGSF,0.185,0,-2.751,0.014,,
MLYCF,0.16,3.933,-4.983,,,
EVRRF.,0.005,0,-3.531,,,
ZMWYF,0.021,0.106,-1.18,,,
MUJ,,,,,,
TITUF,3.055,0,-0.059,,,
PNCKF,1.582,2.098,-1.176,,,
CNNEF,53.489,461.448,133.691,0.388,,
NKRSF,4.601,0,-4.505,,,
SBWFF,1.305,5.231,-2.433,,,
NIOCF,0.029,0,-0.234,,,
COGDF,5.02,0,-1.378,,,
SMDZF,10.344,0.035,-4.642,,,
NOSOF,7.332,53.37,-10.142,,,
NODB,15.745,0,18.619,,,6.866
NAK,14.038,0.934,-68.765,,,
NWYF,77.359,20.62,16.992,,,5.269
FNWD,20.964,6,26.874,0.29,,9.092
VRBFF,0.795,0,-1.863,,,
FE1,41,964,455,,,
EOXFF,6.964,20.039,-3.099,,,
OR,108.223,358.373,-190.862,0.124,,
UUUU,12.81,0.758,-40.581,0.095,,
GSVRF,0.545,0,-0.582,,,
HBM,396.146,1034.421,-245.823,2.236,,
PGC,6.591,208.438,81.941,0.446,,60.396
GGIFF,6.202,0.105,-5.82,,,
MRKR,43.904,0.28,-22.529,0.028,,
CMLGF,0.41,0,-1.618,,,
PMX.,0.001,0,-0.141,,,
TRARF,0.334,0,-0.795,,,
QTRRF,1.812,0,-1.619,0.007,,
HOILF,1.443,0,-0.763,,,
RIOCF,93.516,5490.447,959.979,0.605,,
RDIAF,0.013,0,-0.149,,,
RYSMF,0.023,0,-0.036,,,
RUPRF,14.314,0,-4.242,,,
EWPMF,4.908,0,0.829,,,
SPY,,,,,,
SGSVF,21.235,1.022,-11.433,0.026,,
FOLGF,16.947,0,-2.93,0.004,,
NWCCF,1.803,0.031,-3.894,,,
SHGDF,7.948,0.193,-4.192,0.005,,
MWXRF,0.155,0.346,-2.073,,,
LUNMF,250.563,227.767,308.416,4.17,,
VKIN,1.761,85.295,6.238,0.01,,
SVM,65.777,1.502,48.179,1.197,,
SPS.,0.558,15.504,4.796,2.5,,
SHVLF,2.105,1.083,-1.561,0.197,,
TEUM,4.447,5.633,-55.907,0.218,,
PHXHF,10.582,53.65,2.436,0.835,,
LTXFF,0.006,0,-0.22,,,
NTSFF,2.752,0,-2.535,,,
BXEFF,14.882,68.697,-641.521,,,
SRYB,6.818,0,9.498,,,1.3
CXBMF,32.861,0.119,14.228,,,
USSHF,0.674,0.642,-1.632,,,
TMGEF,4.775,2.922,1.11,,,
THXPF,5.403,0.036,-2.554,,,
TPCFF,7.172,0,-0.289,,,
BIDCF,2.141,0,-0.609,,,
PYCFF,0.551,0,2.533,0.004,,
WMLLF,0.378,0,-17.679,,,
CLKXF,66.042,122.429,28.057,0.5,,
STMGF,0.001,0,-0.374,,,
OVTZ,0.383,0,-0.196,0,,
UPLCQ,1.664,107.587,197.083,0.151,,
UBOH,9.167,66.77,20.314,0.217,,8.924
BRUZF,0.316,0,-0.908,,,
SPRWF,54.822,79.054,-1.86,0.75,,
NKWFF,0.233,0,-1.262,,,
SILEF,3.018,0.021,10.082,0.013,,
JSDA,5.969,1.333,-2.352,0.029,,
RDEXF,0.696,0,-5.396,0.018,,
ZUMRF,7.57,0,2.474,,,
VITFF,16.883,240.163,-8.062,0.281,,
ETRXF,160.031,403.557,2.311,0.019,,
AG,169.009,169.659,-37.594,5.015,,
VCIGF,0.874,0,2.405,,,
WFGCF,0.001,0,-0.298,,,
EDVMF,246.294,903.237,39.461,3.777,,
SQCF,4.356,32,7.475,,,5.244
WTCRF,0,0,-0.157,,,
WPRT,46.012,48.43,-16.101,1.294,,
GQMLF,0.071,0.49,-0.769,,,
CSPUF,0.64,0.042,-1.612,,,
YZCAY,3273.006,7108.443,1759.597,61.243,,
SNAVF,0,1.019,-2.675,,,
FGBI,66.511,47.479,30.944,0.457,,29.966
RLH,29.497,62.244,-5.55,0.285,,
PFBC,498.645,119.708,123.383,0.279,,62.084
SOFO,4.295,5.608,-1.602,0.183,,
ORPB,4.982,5.359,8.872,,,1.337
BOTH,0.009,0,-0.07,0,,
HTBK,49.447,52.586,86.804,0.357,,10.847
LBAI,275.794,247.969,120.876,0.692,,60.453
TCFC,25.065,63.865,31.299,0.194,,18.919
PUCCF,0.225,0,-2.212,,,
MANH,110.678,32.416,115.924,3.4,,
CRAI,25.639,146.551,32.633,0.779,,
DHF,,,,,,
SFDL,12.536,68.933,13.822,0.25,,8.311
AMKR,894.948,1396.862,233.17,29.65,,
PTBS,2.994,7.437,8.45,,,3.783
POEFF,24.767,0,-30.582,,,
VTR,106.363,11525.575,848.153,0.516,,
FGFH,21.624,15.038,21.94,0.238,,11.436
MUS,,,,,,
SMMF,28.137,20.287,51.061,0.383,,29.987
FIZN,24.534,43.737,34.951,,,18.33
EVOL,3.076,0.998,-1.207,0.261,,
IOSP,75.7,81,149.9,2,,
AGTK,0.132,0.077,-5.828,0.002,,
ICLR,520.309,76.593,433.406,14.65,,
PRZFF,0.055,0.041,-18.64,,,
IDXG,2.321,5.714,-23.946,0.178,,
WCN,326.738,4513.815,912.061,18.204,,
AXTI,26.892,2.695,-0.314,0.988,,
AWX,1.446,23.078,0.133,0.521,,
HIX,,,,,,
CZBC,16.33,0.796,16.806,,,0.553
CATC,61.335,35.054,51.74,0.321,,17.643
QMXGF,7.166,2.588,-2.223,,,
HCKT,25.954,5.255,35.574,1.143,,
MDPCF,56.955,148.921,19.389,0.01,,
HZO,38.511,0,60.532,1.754,,
HWBK,22.576,99.393,26.857,0.294,,15.232
CNRD,29.756,8.875,0.872,0.489,,
FNHM,15.657,0.206,11.472,,,1.043
GIL,,911.982,361.122,53,,
SCOO,2.077,10.008,2.145,1.136,,
